Player,Pos,Ht,Wt,Forty,Vertical,BenchReps,BroadJump,Cone,Shuttle,pro bowl?
Germain Ifedi,OT,78,324,5.27,32.5,24,109,,4.75,0
Scooby Wright III,ILB,72,239,4.9,31,22,113,,4.47,0
Cleveland Wallace III,CB,71,188,4.68,35.5,,123,,,0
William Jackson III,CB,72,189,4.37,,10,116,,,0
Vernon Hargreaves III,CB,70,204,4.5,39,15,130,,3.98,0
Matt Ioannidis,DT,75,299,5.03,28,32,108,7.78,4.71,0
Myles Jack,OLB,73,245,4.56,,19,,,,0
Branden Jackson,DE,76,273,5.06,31.5,20,113,7.4,4.77,0
Dominick Jackson,OT,77,313,5.38,26,20,97,,,0
Andy Janovich,FB,73,238,4.81,34,30,119,7.28,4.32,0
Quinton Jefferson,DT,76,291,4.95,29,24,,7.95,4.37,0
Jordan Jenkins,OLB,75,259,4.8,36.5,16,121,,,0
Devon Johnson,RB,72,238,4.64,,,,,,0
Austin Johnson,DT,76,314,5.32,26,25,96,7.84,4.75,0
C.J. Johnson,ILB,73,234,4.81,,,,,4.52,0
Tyler Johnstone,OT,77,301,5.21,30.5,24,104,7.31,4.6,0
Cardale Jones,QB,77,253,4.81,36,,,,,0
Cayleb Jones,WR,75,209,4.65,33.5,9,,6.99,4.14,0
Chris Jones-03,DT,78,310,5.03,24.5,26,106,7.44,4.62,1
Cyrus Jones,CB,70,197,4.49,33,10,116,6.71,4.21,0
Deion Jones,OLB,73,222,4.59,33,,120,,,1
Jonathan Jones,CB,69,186,4.33,36,19,123,7.25,4.25,0
Karl Joseph,SS,70,205,4.57,,,,,,0
Matt Judon,DE,75,275,4.73,35,30,109,7.67,4.52,1
Ufomba Kamalu,DE,77,295,5.01,25,26,106,7.32,4.58,0
Drew Kaser,P,74,212,4.95,,,,,,0
Nila Kasitati,OG,75,317,5.32,27.5,12,107,8.3,4.83,0
Bronson Kaufusi,DE,78,285,4.87,30,25,111,7.03,4.25,0
Jayron Kearse,SS,76,216,4.62,31.5,16,124,7.06,,0
Ryan Kelly,C,76,311,5.03,30,26,103,7.58,4.59,1
Cody Kessler,QB,73,220,4.89,29.5,,104,7.32,4,0
Miles Killebrew,SS,74,217,4.65,38,22,127,6.93,4.18,0
Derrick Kindred,FS,70,207,4.5,37.5,,123,7.05,4.29,0
Raphael Kirby,ILB,72,236,4.72,,27,,,,0
Denver Kirkland,OT,76,335,5.55,22.5,19,94,8.72,5.06,0
Marshall Koehn,K,73,197,4.61,,,,,,0
Nick Kwiatkoski,ILB,74,243,4.73,32,19,120,7.16,4.22,0
Jimmy Landes,LS,73,240,4.95,27.5,,110,7.05,4.38,0
Daniel Lasco,RB,72,209,4.46,41.5,23,135,7.22,4.26,0
Darius Latham,DT,76,311,5.32,29,,100,7.76,4.63,0
Kenny Lawler,WR,74,203,4.64,31,,111,7.13,4.2,0
Nile Lawrence-Stample,NT,73,320,5.24,,,,,,0
Shaq Lawson,DE,75,269,4.7,33,,120,7.16,4.21,0
Darron Lee,OLB,73,232,4.47,35.5,17,133,7.12,4.2,0
Alex Lewis-02,OT,78,312,5.22,29.5,27,100,7.94,4.72,0
Roger Lewis,WR,72,201,4.57,33.5,8,116,,,0
Kolby Listenbee,WR,72,197,4.39,35.5,15,129,,,0
Cory Littleton,OLB,75,238,4.73,29.5,,114,7.11,4.32,1
Jordan Lomax,FS,70,202,4.75,36,8,120,7.18,4.15,0
Steve Longa,ILB,73,241,4.78,32,19,116,7.5,4.56,0
Ricardo Louis,WR,74,215,4.43,38,18,132,,,0
Dean Lowry,DE,78,296,4.87,32.5,30,114,7.26,4.38,0
Jordan Lucas,SS,72,201,4.54,,,,,,0
John Lunsford,K,73,214,4.74,,,,,,0
Paxton Lynch,QB,79,244,4.86,36,,118,7.14,4.26,0
Tre Madden,RB,72,223,4.53,,24,,,,0
Luther Maddy,DT,72,287,4.96,,29,,,,0
Curt Maggitt,OLB,75,247,4.73,,,,,,0
Ryan Malleck,TE,76,247,4.77,34.5,18,121,7,4.33,0
Byron Marshall,WR,69,201,4.42,,17,,,,0
Jalin Marshall,WR,70,200,4.6,37.5,16,125,6.8,4.13,0
Keith Marshall,RB,71,219,4.31,30.5,25,,,,0
Nick Martin,C,76,299,5.22,28,28,97,7.57,4.72,0
Blake Martinez,ILB,74,237,4.71,28.5,22,113,6.98,4.2,0
Tyler Marz,OT,79,316,5.54,27.5,19,99,8.38,4.97,0
Tyler Matakevich,OLB,72,238,4.81,31,22,112,7.19,4.5,0
Chris Mayes,NT,75,338,5.34,23.5,33,104,,5.13,0
Alex McCalister,DE,78,239,4.8,34.5,,128,7.01,4,0
Jake McGee,TE,77,250,4.83,,17,,,,0
Connor McGovern-OG,OG,76,306,5.11,33,33,109,7.5,4.65,0
Mekale McKay,WR,76,207,4.55,35,12,123,7.08,4.63,0
Cassanova McKinzy,ILB,73,248,4.83,,21,,,,0
Harlan Miller,CB,72,182,4.65,35.5,6,118,7.44,4.43,0
Braxton Miller,WR,73,201,4.5,35,17,123,6.65,4.07,0
Jalen Mills,SS,72,191,4.61,37,16,123,6.86,4,0
Malcolm Mitchell,WR,72,198,4.45,36,15,129,6.94,4.34,0
Will Monday,P,76,212,5.1,,,,,,0
Chris Moore,WR,73,206,4.53,37,10,130,6.76,4.2,0
David Morgan,TE,76,262,,,,,,,0
Antonio Morrison,ILB,73,232,4.76,,,,,,0
Eric Murray,CB,71,199,4.49,39.5,15,124,7.08,4.05,0
Carl Nassib,DE,79,277,4.84,28.5,21,114,7.27,4.37,0
Keanu Neal,SS,72,211,4.62,38,17,132,7.09,4.38,1
Stephane Nembot,OT,79,322,5.39,26.5,32,103,8.55,5.15,0
Giorgio Newberry,DE,77,285,4.94,30,20,114,7.53,4.78,0
Yannick Ngakoue,DE,74,252,4.75,34.5,26,118,7.35,4.5,1
Dadi Nicolas,DE,75,235,4.74,41,14,116,7.04,4.38,0
Robert Nkemdiche,DT,75,294,4.87,35,28,116,,,0
Jared Norris,ILB,73,241,4.8,29.5,19,114,,4.52,0
Marquez North,WR,74,223,4.48,35,17,123,6.9,4.13,0
Nick O'Toole,P,75,219,5.05,,,,,,0
Shawn Oakman,DE,80,287,4.96,32,23,123,7.53,4.56,0
Jaden Oberkrom,K,74,186,4.96,,,,,,0
Victor Ochi,DE,73,246,4.86,32,,119,7.24,4.4,0
Rees Odhiambo,OT,76,314,5.17,,23,,,,0
Emmanuel Ogbah,DE,76,273,4.63,35.5,20,121,7.26,4.5,0
Romeo Okwara,DE,77,265,4.9,33,23,120,7.38,4.53,0
Drew Ott,DE,76,273,4.88,,,,,,0
Montese Overton,OLB,74,223,4.61,34,18,123,7.15,4.47,0
Gionni Paul,ILB,70,231,5.05,31,22,113,,,0
Jordan Payton,WR,73,207,4.47,34.5,,121,7.08,4.33,0
Charone Peake,WR,74,209,4.45,35.5,12,122,6.96,4.46,0
Paul Perkins,RB,70,208,4.54,32,19,124,,,0
Joshua Perry,ILB,76,254,4.68,33.5,20,124,,,0
Kevin Peterson,CB,70,181,4.58,35.5,14,121,6.94,4.31,0
D.J. Pettway,DE,74,265,4.99,28,17,108,7.74,4.69,0
Tyvis Powell,SS,75,211,4.46,34.5,15,120,7.03,4.25,0
Dak Prescott,QB,74,226,4.79,32.5,,116,7.11,4.32,1
C.J. Prosise,RB,72,220,4.48,35.5,,121,,,0
Jimmy Pruitt,CB,72,198,4.73,32,19,117,,,0
Reggie Ragland,ILB,73,247,4.72,31.5,,116,,4.28,0
Jalen Ramsey,CB,73,209,4.41,41.5,14,135,6.94,4.18,1
Sheldon Rankins,DT,73,299,5.03,34.5,28,118,7.44,4.59,0
D.J. Reader,DT,75,327,5.33,29.5,30,99,7.9,4.71,0
Will Redmond,CB,71,182,4.45,,,,,,0
Alex Redmond,OG,77,294,5.3,28,30,111,7.75,4.9,0
Jarran Reed,DT,75,307,5.21,31,,104,7.77,4.75,0
Hassan Ridgeway,DT,75,303,5.02,32,24,113,8.28,4.82,0
Dominique Robertson,OT,77,324,5.36,28.5,30,100,8.42,4.83,0
Rashard Robinson,CB,73,171,4.49,35.5,,121,,,0
Demarcus Robinson,WR,73,203,4.59,34.5,,123,6.77,4.19,0
A'Shawn Robinson,DT,76,307,5.2,26,22,106,7.8,4.74,0
Keivarae Russell,CB,71,192,4.49,,17,,,,0
Alonzo Russell,WR,76,206,4.54,29.5,12,112,7.18,4.33,0
Zack Sanchez,CB,71,185,4.5,35.5,19,116,,,0
Beau Sandland,TE,76,253,4.74,35,23,124,7.1,4.33,0
Joe Schobert,OLB,73,244,4.76,33.5,22,111,7.11,4.3,1
Rashawn Scott,WR,73,199,4.54,32.5,17,116,,,0
Isaac Seumalo,OG,76,303,5.19,26,,105,7.4,4.52,0
Kevon Seymour,CB,71,186,4.39,35,12,124,,4.18,0
Hunter Sharp,WR,71,198,4.58,32.5,12,116,7.12,4.19,0
Tajae Sharpe,WR,74,194,4.55,33.5,11,114,,,0
Brandon Shell,OT,77,324,5.22,30.5,22,112,,,0
Sterling Shepard,WR,70,194,4.48,41,20,123,7,4.35,0
Elijah Shumate,SS,72,216,4.58,33,18,119,,4.51,0
Devaunte Sigler,DT,75,298,5.15,25,23,,7.9,4.97,0
Justin Simmons,FS,74,202,4.61,40,16,126,6.58,3.85,1
Leshaun Sims,CB,72,203,4.53,37,11,120,7.08,4.19,0
Matt Skura,C,75,305,5.39,24,27,103,7.89,4.76,0
Pearce Slater,OT,79,329,5.42,23,17,92,8.36,5.12,0
Wendell Smallwood,RB,70,208,4.47,33.5,14,120,6.83,4.28,0
Terrance Smith,ILB,75,235,4.77,34.5,19,120,,,0
Ryan Smith-02,CB,71,189,4.47,36,18,122,6.88,4.09,0
Jaylon Smith,OLB,74,223,4.67,,,,,,1
Noah Spence,DE,74,251,4.8,35,25,121,7.21,4.35,0
Jason Spriggs,OT,78,301,4.94,31.5,31,115,7.7,4.44,0
Nelson Spruce,WR,73,206,4.69,35,12,114,7.09,4.2,0
A.J. Stamps,FS,71,193,4.79,33,15,115,7.17,4.25,0
Ronnie Stanley,OT,78,312,5.2,28.5,,,8.03,4.9,1
Joel Stave,QB,77,236,4.8,33.5,,115,7.29,4.33,0
Eric Striker,OLB,71,227,4.8,30,23,116,7.3,4.46,0
Nate Sudfeld,QB,78,234,5.02,29,,105,,,0
Charles Tapper,DE,75,271,4.59,34,23,119,,,0
Kelvin Taylor,RB,70,207,4.6,32,15,113,,,0
John Theus,OT,78,313,5.22,28,,103,7.9,4.78,0
Michael Thomas,WR,75,212,4.57,35,18,126,6.8,4.13,1
Lawrence Thomas,DT,75,286,4.98,35,,113,,,0
Ron Thompson,DE,75,253,4.92,,18,,7.46,4.5,0
Darian Thompson,FS,74,208,4.69,32.5,12,118,7.26,4.33,0
Shadrach Thornton,RB,72,217,4.75,31,12,116,6.85,4.21,0
Joe Thuney,OT,77,304,4.95,28.5,28,110,7.47,4.54,0
Cole Toner,OT,77,306,5.32,26,22,103,7.88,4.59,0
Laquon Treadwell,WR,74,221,4.52,33,12,117,,,0
Sebastian Tretola,OG,76,314,5.45,23.5,22,90,7.94,5.02,0
Max Tuerk,C,77,298,5.12,,22,,,,0
Laremy Tunsil,OT,77,310,5.23,,,,,,1
Landon Turner,OG,76,330,5.58,19,30,88,,,0
Soma Vainuku,FB,71,246,4.68,32,26,108,,,0
Halapoulivaati Vaitai,OT,78,320,5.26,29,23,113,8.26,5,0
Vincent Valentine,DT,76,329,5.19,29,17,110,8.03,4.59,0
Nick Vannett,TE,78,257,4.76,30.5,17,111,7.05,4.2,0
Nick Vigil,ILB,74,239,4.72,31.5,,115,6.73,4,0
Dan Vitale,FB,73,239,4.6,38.5,30,123,7.12,4.12,0
Jihad Ward,DT,77,297,5.11,25,20,111,7.38,4.63,0
Deandre Washington,RB,68,204,4.49,34.5,24,116,7.03,4.2,0
Adolphus Washington,DT,75,301,5.17,27,21,99,8.06,4.79,0
Stephen Weatherly,OLB,76,267,4.61,31,23,117,,,0
Carson Wentz,QB,77,237,4.77,30.5,,118,6.86,4.15,1
Christian Westerman,OG,75,298,5.12,,34,98,7.69,4.71,0
D.J. White,CB,71,193,4.49,33,17,132,7.18,4.33,0
Cody Whitehair,OT,76,301,5.02,25.5,16,110,7.32,4.58,1
Brandon Wilds,RB,73,220,4.54,36.5,21,118,7.08,4.33,0
Jonathan Williams,RB,71,220,4.56,,16,,,,0
Bryce Williams,TE,78,257,4.94,29.5,19,111,7.19,4.53,0
Brandon Williams-04,CB,71,197,4.37,30.5,18,118,6.85,4.19,0
Duke Williams-02,WR,74,229,4.72,30,14,121,7.43,4.47,0
De'Runnya Wilson,WR,77,224,4.85,28,,113,,,0
Josh Woodrum,QB,75,231,4.8,31,,116,6.74,4.31,0
Antwaun Woods,NT,72,318,5.18,,,,,,0
Daryl Worley,CB,73,204,4.64,35.5,14,123,6.98,4.15,0
Connor Wujciak,DT,74,291,4.91,34.5,22,117,7.32,4.27,0
Tavon Young,CB,69,183,4.46,34.5,9,118,6.8,3.93,0
Avery Young,OT,77,328,5.39,,,,8.22,4.91,0
Anthony Zettel,DT,76,277,4.81,30.5,28,109,7.63,4.39,0
Rodney Adams,WR,73,189,4.44,29.5,8,125,6.98,4.28,0
Montravius Adams,DT,76,304,4.87,29,22,108,7.62,4.89,0
Jamal Adams,SS,72,214,4.56,31.5,18,120,6.96,4.13,1
Quincy Adeboyejo,WR,75,197,4.42,34.5,8,123,6.73,4.14,0
Jonathan Allen,DT,75,286,5,30,21,108,7.49,4.5,0
Brian Allen-03,CB,75,215,4.48,34.5,15,117,6.64,4.34,0
Ryan Anderson,OLB,74,253,4.78,,,,,,0
Alex Anzalone,OLB,75,241,4.63,30.5,16,116,6.88,4.25,0
Isaac Asiata,OG,75,323,5.34,25.5,35,102,7.83,4.93,0
Erik Austell,OG,75,301,5.23,27.5,24,107,8.13,4.9,0
Chidobe Awuzie,CB,72,202,4.43,34.5,16,132,6.81,4.14,0
Toby Baker,P,75,210,,,,,,,0
Budda Baker,FS,70,195,4.45,32.5,15,115,6.76,4.08,1
Zach Banner,OG,80,353,5.58,23.5,22,92,8.31,5.21,0
Derek Barnett,DE,75,259,4.88,31,,117,6.96,4.44,0
Tarell Basham,DE,76,269,4.7,31.5,15,119,7.27,4.35,0
C.J. Beathard,QB,74,219,,31,,113,,,0
Kendell Beckwith,ILB,74,243,,,20,,,,0
Vince Biegel,OLB,75,246,4.67,33.5,21,118,6.92,4.3,0
Adam Bisnowaty,OT,78,304,5.23,29.5,23,96,8.02,4.94,0
Garrett Bolles,OT,77,297,4.95,28,,115,7.29,4.55,0
Ben Boulware,ILB,72,238,,29.5,20,111,7.02,4.43,0
Kendrick Bourne,WR,73,203,4.68,34,9,125,6.73,4.21,0
Tashawn Bower,OLB,77,250,4.82,31.5,20,121,7.2,4.37,0
Tyus Bowser,OLB,75,247,4.65,37.5,21,127,6.75,,0
Ben Braden,OG,78,329,5.04,28,25,102,7.85,4.9,0
Caleb Brantley,DT,75,307,5.14,27,21,105,7.66,4.62,0
Pharaoh Brown,TE,78,255,,34,24,,,,0
Noah Brown,WR,74,222,,,19,,7.07,4.33,0
Jayon Brown,ILB,72,231,4.7,31.5,17,120,,,0
Fadol Brown,DE,76,273,4.94,34,19,115,7.24,4.44,0
Blair Brown,ILB,71,238,4.65,37,,124,6.92,4.18,0
Billy Brown,TE,75,254,4.7,29,23,118,,,0
Daniel Brunskill,OT,77,273,,28,17,106,7.9,4.84,0
Collin Buchanan,OT,77,316,,25,23,97,,,0
Riley Bullough,ILB,74,226,,31.5,20,116,,,0
Harrison Butker,K,76,199,,,,,,,0
Jake Butt,TE,77,246,,,,,,,0
K.D. Cannon,WR,71,182,4.41,37,13,119,,,0
Josh Carraway,DE,75,242,4.74,29.5,25,120,7.2,4.44,0
Chris Carson,RB,72,218,4.58,37,23,130,,,0
Jamal Carter,SS,73,218,4.64,35,19,122,,,0
Cethan Carter,TE,75,241,4.68,,19,,,,0
Taco Charlton,DE,78,277,4.92,33,25,116,7.17,4.39,0
Jehu Chesson,WR,75,204,4.47,35.5,10,132,6.7,4.09,0
Jeremy Clark-02,CB,75,220,,,20,,,,0
Chuck Clark,FS,72,208,4.54,34,16,122,6.85,4.07,0
Corey Clement,RB,70,220,4.68,28.5,19,115,,,0
Chunky Clements,DT,74,301,,,23,,,,0
Tarik Cohen,RB,66,179,4.42,31.5,11,118,,,1
Stacy Coley,WR,73,195,4.45,34,10,122,,,0
Aviante Collins,OG,76,295,4.81,,34,,,,0
Gareon Conley,CB,72,195,4.44,37,11,129,6.68,4.18,0
James Conner,RB,73,233,4.65,29,20,113,,,1
Dalvin Cook,RB,70,210,4.49,30.5,22,116,7.27,4.53,1
Ethan Cooper,OG,74,322,5.36,24.5,26,99,8.02,4.88,0
Zach Cunningham,OLB,75,234,4.67,35,15,125,7.03,4.29,0
Darrell Daniels,TE,75,247,4.55,32,17,116,7.09,4.47,0
Amara Darboh,WR,74,214,4.45,36,17,124,,,0
Julien Davenport,OT,79,318,5.45,27,18,106,7.57,4.69,0
Robert Davis,WR,75,219,4.44,41,19,136,6.82,4.28,0
Kevin Davis,ILB,74,235,4.91,30.5,11,110,7.18,4.38,0
Keionta Davis,DE,75,271,,,,,,,0
Justin Davis,RB,73,208,,,21,,,,0
Jarrad Davis,ILB,73,238,,,,,,,0
Corey Davis,WR,75,209,,,,,,,0
Dion Dawkins,OG,76,314,5.11,26,26,106,7.3,4.78,0
Matthew Dayes,RB,69,205,4.47,28,18,109,,,0
Treston DeCoud,CB,74,206,4.62,31,11,116,,,0
J.J. Dielman,OT,77,309,,,27,,,,0
Joshua Dobbs,QB,75,216,4.64,33,,122,6.75,4.31,0
Dylan Donahue,OLB,75,248,4.75,29.5,26,116,7.02,4.46,0
Rasul Douglas,CB,74,209,4.59,33.5,16,120,6.97,4.26,0
Jessamen Dunker,OG,76,318,4.98,28.5,23,108,,,0
Malachi Dupre,WR,74,196,4.52,39.5,11,135,7.19,4.26,0
Travin Dural,WR,73,202,4.57,30.5,,116,7.29,4.55,0
Ken Ekanem,DE,75,257,4.88,30.5,,115,7.38,4.58,0
Corn Elder,CB,70,183,4.55,,,,,,0
Pat Elflein,C,75,303,5.32,23.5,22,99,7.94,4.71,0
Jake Elliott,K,69,167,4.79,,,,,,0
Brooks Ellis,ILB,74,240,4.79,29.5,18,115,6.8,4.25,0
Jermaine Eluemunor,OG,76,332,5.22,,34,,,,0
Evan Engram,TE,75,234,4.42,36,19,125,6.92,4.23,1
Amba Etta-Tawo,WR,73,208,4.49,31,14,126,6.95,4.32,0
Justin Evans,SS,72,199,,,14,,,,0
Jerod Evans,QB,75,232,4.8,26.5,,112,,4.41,0
Gerald Everett,TE,75,239,4.62,37.5,22,126,6.99,4.33,0
Dan Feeney,OG,76,305,5.24,28,26,101,7.52,4.68,0
Devonte Fields,OLB,74,236,4.72,34,,124,7.4,4.5,0
Johnathan Ford,FS,71,205,,,20,,,,0
Isaiah Ford,WR,73,194,4.61,35.5,14,127,6.94,4.34,0
D'Onta Foreman,RB,72,233,,,18,,,,0
Reuben Foster,ILB,72,229,,,,,,,0
Leonard Fournette,RB,72,240,4.51,28.5,,,,,0
Kyle Fuller-02,C,77,307,5.24,26,23,96,7.71,4.84,0
Wayne Gallman,RB,72,215,4.6,29.5,21,120,7.17,4.28,0
Antonio Garcia,OT,78,302,5.15,31,24,108,7.98,4.94,0
Myles Garrett,DE,76,272,4.64,41,33,128,,,1
Davon Gaudchaux,DT,75,310,5.27,,18,,,,0
Ben Gedeon,ILB,74,244,4.75,34.5,27,119,6.98,4.13,0
Avery Gennesy,OG,75,318,5.35,20,24,91,8.08,5,0
Nate Gerry,SS,74,218,4.58,30.5,17,122,,,0
Shelton Gibson,WR,71,191,4.5,32,8,118,6.83,4.2,0
Ryan Glasgow,DT,75,302,5.13,27.5,20,105,7.55,4.5,0
Chris Godwin,WR,73,209,4.42,36,19,126,7.01,4,1
Kenny Golladay,WR,76,218,4.5,35.5,18,120,7,4.15,1
Zane Gonzalez,K,72,202,,,,,,,0
Shaquill Griffin,CB,72,194,4.38,38.5,17,132,6.87,4.14,1
Nate Hairston,CB,72,196,4.52,35.5,14,118,,,0
Daeshon Hall,DE,77,266,4.76,36,18,123,7.03,4.38,0
Chad Hansen,WR,74,202,4.53,35,11,119,6.74,4.13,0
Sean Harlow,OG,76,303,5.15,30.5,26,105,8.16,4.81,0
Connor Harris,ILB,71,242,4.73,33,18,114,7.13,4.31,0
Charles Harris,DE,75,253,4.82,32,21,109,7.47,4.42,0
Josh Harvey-Clemons,SS,76,217,,31.5,12,121,,,0
Keon Hatcher,WR,73,212,4.64,,16,,,,0
DeAngelo Henderson,RB,67,208,4.48,34,20,120,,,0
Carlos Henderson,WR,71,199,4.46,36,13,131,7.18,4.35,0
Trey Hendrickson,DE,76,266,4.65,33.5,,122,7.03,4.2,0
Treyvon Hester,DT,74,300,,,,,,,0
Cole Hikutini,TE,76,247,,,20,,,,0
Delano Hill,FS,73,216,4.47,33.5,17,115,6.96,4.27,0
Brian Hill,RB,73,219,4.54,34,15,125,7.03,4.32,0
Bucky Hodges,TE,78,257,4.57,39,18,134,,4.45,0
Colin Holba,LS,76,248,5.19,28,,115,,,0
Will Holden,OT,79,311,5.47,28,23,111,7.71,4.72,0
Mack Hollins,WR,76,221,4.53,,,,,,0
Elijah Hood,RB,72,232,,,18,,,,0
Malik Hooker,FS,73,206,,,,,,,0
O.J. Howard,TE,78,251,4.51,30,22,121,6.85,4.16,0
Bug Howard,WR,76,221,4.58,37.5,,119,6.95,4.14,0
Marlon Humphrey,CB,72,197,4.41,,10,125,6.75,,1
Hayden Hunt,P,72,212,,,,,,,0
Kareem Hunt,RB,70,216,4.62,36.5,18,119,,,1
Rushel Shell III,RB,70,227,4.74,32.5,21,,,,0
Danny Isidora,OG,75,306,5.03,29,26,94,8.13,4.9,0
Eddie Jackson,SS,72,201,,,10,,,,1
Adoree Jackson,CB,70,186,4.42,36,,122,,,0
Rayshawn Jenkins,FS,73,214,4.51,37,19,128,,,0
Roderick Johnson,OT,79,298,,,,,,,0
John Johnson,FS,73,205,4.61,37,14,119,6.72,4.18,0
Jaleel Johnson,DT,75,316,5.38,28,19,100,7.64,4.62,0
Jadar Johnson,SS,72,206,4.6,33,19,119,6.9,4.2,0
Dorian Johnson,OG,77,300,5.27,30,21,114,8.39,5.09,0
Cameron Johnston,P,71,194,4.92,,,,,,0
Zay Jones,WR,74,201,4.45,36.5,15,133,6.79,4.01,0
Sidney Jones,CB,72,186,4.47,33.5,,123,7.02,4.28,0
Nazair Jones,DT,77,304,5.11,24.5,,101,7.93,4.63,0
Josh Jones-SS,SS,73,220,4.41,37.5,20,132,,,0
Jarron Jones,DT,78,316,5.33,20.5,22,,,,0
D.J. Jones,DT,73,319,5.04,28.5,25,108,7.73,4.65,0
Aaron Jones,RB,69,208,4.56,37.5,16,127,6.82,4.2,1
Deatrich Wise Jr.,DE,77,274,4.92,33,22,124,,,0
Greg Ward Jr.,WR,71,186,,,10,,,,0
Anthony Walker Jr.,ILB,73,238,4.65,30.5,23,116,7.23,4.34,0
Bryan Cox Jr.,DE,75,265,4.89,26.5,16,109,7.36,4.46,0
Victor Bolden Jr.,WR,68,178,4.54,32,9,117,6.83,4.22,0
Brad Kaaya,QB,76,214,,,,,,,0
Alvin Kamara,RB,70,214,4.56,39.5,15,131,,,1
Damontae Kazee,CB,70,184,4.54,34,11,124,,,0
Keith Kelsey,ILB,72,233,4.92,29.5,23,112,7.28,4.56,0
Kevin King,CB,75,200,4.43,39.5,11,,6.56,3.89,0
Desmond King,FS,70,201,,34,14,117,6.67,4.18,0
George Kittle,TE,76,247,4.52,35,18,132,,,1
DeShone Kizer,QB,76,233,4.83,30.5,,107,7.4,4.53,0
Trevor Knight,QB,73,219,4.54,35.5,,125,7.04,4.14,0
Tanoh Kpassagnon,DE,79,289,4.83,30,23,128,7.46,4.62,0
Cooper Kupp,WR,74,204,4.62,31,,116,6.75,4.08,0
Forrest Lamp,OG,76,309,5,27.5,34,111,7.55,4.62,0
Ashton Lampkin,CB,72,189,4.52,34.5,19,120,,,0
Jerome Lane,WR,74,226,4.6,35,16,125,6.87,4.12,0
Harvey Langi,ILB,74,251,,33,23,118,7,4.32,0
Marshon Lattimore,CB,72,193,4.36,38.5,,132,,,1
Carl Lawson,DE,74,261,4.67,33,35,114,7.46,4.19,0
Javarius Leamon,OT,79,332,,23.5,22,,,,0
Jeremiah Ledbetter,DT,75,280,4.84,32.5,29,113,7.55,4.56,0
Marquel Lee,ILB,75,240,,31,25,118,,,0
Cameron Lee,OG,77,312,5.44,25.5,18,100,8.02,4.75,0
Jordan Leggett,TE,77,258,,33,18,114,7.12,4.33,0
Mitch Leidner,QB,75,226,4.93,34.5,,123,6.96,4.25,0
Corey Levin,OG,76,307,5.16,26.5,26,106,7.55,4.73,0
Jourdan Lewis,CB,70,188,4.54,34.5,15,121,,,0
William Likely,CB,67,180,,,15,,,,0
Sefo Liufau,QB,75,232,5.08,27,,105,7.32,4.45,0
T.J. Logan,RB,69,196,4.37,33.5,17,121,,,0
Shalom Luani,SS,71,202,4.55,31,12,116,6.87,4.21,0
Keevan Lucas,WR,69,192,4.55,32.5,11,119,7.23,4.43,0
Marlon Mack,RB,71,213,4.5,35.5,15,125,,,0
Patrick Mahomes,QB,74,225,4.8,30,,114,6.88,4.08,1
Josh Malone,WR,75,208,4.4,30.5,10,121,7.05,4.19,0
Damien Mama,OG,75,334,5.84,24.5,,96,8.51,5.38,0
Gabe Marks,WR,71,189,4.56,29.5,11,117,7.01,4.2,0
Joe Mathis,DE,74,266,,,24,,,,0
Arthur Maulet,CB,70,189,4.62,34.5,18,120,,,0
Marcus Maye,FS,72,210,,,,,,,0
Christian McCaffrey,RB,71,202,4.48,37.5,10,121,6.57,4.22,1
Conor McDermott,OT,80,307,5.18,28.5,,105,7.52,4.58,0
Malik McDowell,DT,78,295,4.85,28.5,23,112,7.69,4.53,0
Elijah McGuire,RB,70,214,4.53,36,15,120,7.26,4.56,0
Isaiah McKenzie,WR,67,173,4.42,36,11,123,6.64,4.15,0
Takkarist McKinley,OLB,74,250,4.59,33,24,122,7.48,4.62,0
Raekwon McMillan,ILB,74,240,4.61,33,23,121,7.15,4.39,0
Jeremy McNichols,RB,69,214,4.49,35.5,,121,6.93,4.28,0
Obi Melifonwu,SS,76,224,4.4,44,17,141,,,0
Matt Milano,OLB,72,223,4.67,35,24,126,,,0
Fabian Moreau,CB,72,206,4.35,38,,136,6.94,4.12,0
Jordan Morgan,OG,75,309,5.36,27,21,102,8.13,4.73,0
Drew Morgan,WR,72,190,4.74,30,10,112,6.85,4.12,0
Avery Moss,DE,75,264,4.79,32.5,14,114,7.25,4.43,0
Taylor Moton,OT,77,319,5.18,30.5,23,109,7.73,4.58,0
Al-Quadin Muhammad,DE,75,253,4.88,30.5,22,117,7.25,4.47,0
Jalen Myrick,CB,70,200,4.28,37.5,13,124,7.06,4.22,0
Montae Nicholson,SS,74,212,4.42,35,,125,,,0
Hardy Nickerson,ILB,72,232,4.78,33,18,116,,4.38,1
David Njoku,TE,76,246,4.64,37.5,21,133,6.97,4.34,0
Speedy Noil,WR,71,199,,43.5,18,133,,,0
Bradley Northnagel,LS,74,243,5.3,25.5,,99,,,0
Noble Nwachukwu,DE,73,268,4.83,30.5,27,110,,,0
Ifeadi Odenigbo,DE,75,258,4.72,31.5,25,128,7.26,4.4,0
Dare Ogunbowale,RB,71,213,4.65,35,14,120,6.99,4.34,0
Tyler Orlosky,C,75,298,,,24,,,,0
Scott Orndoff,TE,77,253,4.84,27,17,112,7.37,4.45,0
Zach Pascal,WR,74,219,4.55,36,14,126,7.11,4.29,0
